sample_id,source_file,source_id,lat,lon,driver,confidence,source_event_year,event_year,total_loss_area_ha,dominant_loss_area_ha,dominant_year_share,sample_status,pre_scene_id,pre_date,post_scene_id,post_date,pre_local_cloud,post_local_cloud,manual_validation,manual_notes,geometry,event_mask_metadata,local_raster_paths
e5d1cf9d104794e5484ceb29d59704d09267eb19,training_2001_2025_v1_3.csv,3118,49.954996894929614,37.83499978275255,Wildfire,Medium,,,,,,,,,,,,,Unclear,smoke,"{""type"": ""Point"", ""coordinates"": [37.83499978275255, 49.954996894929614]}",,
796504d5192850c16979d06759fa375a5a5199ea,training_2001_2025_v1_3.csv,3600,54.6049987241561,20.485001000142493,Wildfire,Low,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [20.485001000142493, 54.6049987241561]}",,
52c9dcc7bf5b5befd1806a1fede1555db65a0873,training_2001_2025_v1_3.csv,5319,56.24500034074871,134.95499883130643,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [134.95499883130643, 56.24500034074871]}",,
16c99af300ca773031b92f90b4caef801ac72951,training_2001_2025_v1_3.csv,5391,55.50499913611947,128.5050005376442,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [128.5050005376442, 55.50499913611947]}",,
000634004f5210baf3bb348a38459e437234bc72,training_2001_2025_v1_3.csv,5410,51.12499812402781,112.00500232478684,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [112.00500232478684, 51.12499812402781]}",,
e530ba2b82dd12dde4f17a5feb9240b81c2a7106,training_2001_2025_v1_3.csv,5426,58.73500020582215,131.88499917206653,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [131.88499917206653, 58.73500020582215]}",,
8bbaae3b7779a328ce48262e5bd219789dc5543e,training_2001_2025_v1_3.csv,5427,53.10499951002016,118.9650013800897,Wildfire,Low,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [118.9650013800897, 53.10499951002016]}",,
bfc55db43317a0ac81fe86219cbdc808c6fa9150,training_2001_2025_v1_3.csv,5455,62.91499942184926,61.054999342349106,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [61.054999342349106, 62.91499942184926]}",,
c61747c3b5a6d496f51789b0d0af098e7dbd46b9,training_2001_2025_v1_3.csv,5464,56.73499981621782,118.25500101464922,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [118.25500101464922, 56.73499981621782]}",,
23e47104e6e76635e5b790568c50e0731211adba,training_2001_2025_v1_3.csv,5467,68.58500049393297,136.2249998643583,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [136.2249998643583, 68.58500049393297]}",,
9372ba07a5646dc3151a94a77b6aea74bc3c483f,training_2001_2025_v1_3.csv,5473,59.30500043132925,130.98499879848745,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [130.98499879848745, 59.30500043132925]}",,
f6453d8b58dbaf8817984c8f75bb7bd8a4d5413a,training_2001_2025_v1_3.csv,5475,53.57499990686501,128.6749993593131,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [128.6749993593131, 53.57499990686501]}",,
cc8a64b02d9a3e39110815c82289f50a53f1aa5c,training_2001_2025_v1_3.csv,5483,59.24500097116978,135.1849992420386,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [135.1849992420386, 59.24500097116978]}",,
03729ae3b0bec34e691900e592270d87a31d71db,training_2001_2025_v1_3.csv,5484,54.56500057384093,121.71500025839018,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [121.71500025839018, 54.56500057384093]}",,
d7ec1a58161597ec07b22d446aa1930d579ed5f7,training_2001_2025_v1_3.csv,5495,55.40499934140713,121.855000495768,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [121.855000495768, 55.40499934140713]}",,
06ca6f501fea6b65dc1b083507fee1ceee701297,training_2001_2025_v1_3.csv,5498,59.1049986397109,130.77499959522254,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [130.77499959522254, 59.1049986397109]}",,
315b3772a9ff8224664d5d79f8c3bb2d2ee2be59,training_2001_2025_v1_3.csv,5502,60.03499987161484,134.00500074551306,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [134.00500074551306, 60.03499987161484]}",,
5460ab9a1335e1659da42d39893d8e7efeac2980,training_2001_2025_v1_3.csv,5514,67.64499967146836,145.37499938592526,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [145.37499938592526, 67.64499967146836]}",,
05d5126ea7bf1e23249a4315161430b5677f91c8,training_2001_2025_v1_3.csv,5542,60.595000512427085,117.57499920686212,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [117.57499920686212, 60.595000512427085]}",,
3a069e3abb0fd68fde47f4825bd6a974af040ece,training_2001_2025_v1_3.csv,5552,65.32499858639436,126.07500002024312,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [126.07500002024312, 65.32499858639436]}",,
c46917dcb84d8566b042eaa771ec2e611209db4c,training_2001_2025_v1_3.csv,5557,69.2650000035549,142.13499877088125,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [142.13499877088125, 69.2650000035549]}",,
d648e9dc7882e301a1055355b3eb897bf2e75ac6,training_2001_2025_v1_3.csv,5567,66.85500085228612,134.0749997291289,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [134.0749997291289, 66.85500085228612]}",,
b15d9afa8011e6e15817c531799c03d4060fffa1,training_2001_2025_v1_3.csv,5577,61.06499867775106,121.82499964806196,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [121.82499964806196, 61.06499867775106]}",,
9e8bd7b9de944d76235f3fa6dc04e6e5e057f1c2,training_2001_2025_v1_3.csv,5594,55.045000526386914,118.6649996908786,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [118.6649996908786, 55.045000526386914]}",,
71d62344c05837fd07467aabe23164dae73c5292,training_2001_2025_v1_3.csv,5615,53.59499897509163,114.43500058815602,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [114.43500058815602, 53.59499897509163]}",,
7010af74e0aa7d2b3422611c86548945258c728e,training_2001_2025_v1_3.csv,5631,65.09500034790992,158.17500058226173,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [158.17500058226173, 65.09500034790992]}",,
7f2bff37bc771031758ca1e9eed51cf5d3197ec2,training_2001_2025_v1_3.csv,5642,70.28499928374879,140.76500023545867,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [140.76500023545867, 70.28499928374879]}",,
ca3f3cddee1b0ee7e29e1627b36944d105543720,training_2001_2025_v1_3.csv,5644,55.44499969256439,122.03499875576512,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [122.03499875576512, 55.44499969256439]}",,
1971d07068b48f960017c168d620ceaea1598ec3,training_2001_2025_v1_3.csv,5645,67.05500045460964,146.5050002943456,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [146.5050002943456, 67.05500045460964]}",,
769262dfbd6bee43d1cfa3fce67570282ef935cd,training_2001_2025_v1_3.csv,5646,54.60499872513787,111.0250011654905,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [111.0250011654905, 54.60499872513787]}",,
0f30303a557d4dfa4a1950203a0644eac035d5a1,training_2001_2025_v1_3.csv,5671,53.84500068811529,116.75499950148698,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [116.75499950148698, 53.84500068811529]}",,
fd463fd70b89a56bcdb7c3d102856458e5ae74bd,training_2001_2025_v1_3.csv,5673,53.15499940180256,112.40499926626592,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [112.40499926626592, 53.15499940180256]}",,
9ef28b2882a3abe78d864de7e58475e0a6ba07d6,training_2001_2025_v1_3.csv,5683,53.34499946016158,111.58499956802576,Wildfire,Medium,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [111.58499956802576, 53.34499946016158]}",,
e9ad18d1f98f084fe344d3c4910987bd06fcb42c,training_2001_2025_v1_3.csv,5698,52.3549987747739,115.31499970662252,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [115.31499970662252, 52.3549987747739]}",,
9b97aac0ce64eba8236116b522d3b48e45e7c8a6,training_2001_2025_v1_3.csv,5701,63.42500015937748,121.25499945128256,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [121.25499945128256, 63.42500015937748]}",,
6a730066287392022b5132209f2f57928a006270,training_2001_2025_v1_3.csv,5720,51.75499995046848,112.76500033658886,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [112.76500033658886, 51.75499995046848]}",,
844cfeb73b5171a4af681d10a7206f018a2ac3bf,training_2001_2025_v1_3.csv,5756,53.97499908275059,116.12499981926496,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [116.12499981926496, 53.97499908275059]}",,
89385c7120b964cb8f074971e2cd3d72fe417a07,training_2001_2025_v1_3.csv,5768,54.855000449363715,115.5350006243776,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [115.5350006243776, 54.855000449363715]}",,
074739f6b148045ce0440c76e0b56910d086e0fa,training_2001_2025_v1_3.csv,5800,51.15500118233909,116.53500087269128,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [116.53500087269128, 51.15500118233909]}",,
2c33ffed48d98c7ec377222147a5e42e46eda320,training_2001_2025_v1_3.csv,5811,52.515000241512915,115.48500075330702,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [115.48500075330702, 52.515000241512915]}",,
271397212daa0740ef00c61c58d45ff9cdd47407,training_2001_2025_v1_3.csv,5815,52.25499897201709,114.62500065127104,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [114.62500065127104, 52.25499897201709]}",,
9a431215576b587be893473d7eaa5d67401272f4,training_2001_2025_v1_3.csv,5825,52.43499950022178,115.67500080768772,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [115.67500080768772, 52.43499950022178]}",,
b92fcc24086c2b4be40a65f22105ae02cb98babd,training_2001_2025_v1_3.csv,8564,44.97499929838891,147.80499989062554,Wildfire,Medium,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [147.80499989062554, 44.97499929838891]}",,
8ced43cbda733abe63b7252ba5c254cd907abb5f,training_2001_2025_v1_3.csv,8580,48.64499997888165,132.4550015749084,Wildfire,Low,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [132.4550015749084, 48.64499997888165]}",,
bcd3bf480f8383a8e3ca2e9b226a6a71aa8bb6db,training_2001_2025_v1_3.csv,8593,49.68500056635429,109.64500077248154,Wildfire,Medium,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [109.64500077248154, 49.68500056635429]}",,
a4929a38e77788043949271a7cbb202979affc32,training_2001_2025_v1_3.csv,8595,50.12500011858564,107.66499938980904,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [107.66499938980904, 50.12500011858564]}",,
bbd84dd948427d2a4bb322e824f1f65f9dc42807,training_2001_2025_v1_3.csv,8596,50.175000037719514,43.4449992453599,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [43.4449992453599, 50.175000037719514]}",,
d45000e119d95416c43a596220b3fcb18e696733,training_2001_2025_v1_3.csv,8597,50.21500039879356,135.35500022260712,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [135.35500022260712, 50.21500039879356]}",,
22892421bd293d432127afd24ae8405fdbab556a,training_2001_2025_v1_3.csv,8598,50.24500121937203,130.7249997284285,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [130.7249997284285, 50.24500121937203]}",,
03e4ddaeb859256a1bebc018bbbb6934262aaafc,training_2001_2025_v1_3.csv,8599,50.374999624117365,98.2049986696094,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [98.2049986696094, 50.374999624117365]}",,
75a7aa6c96052737e013198ed62147b3fd446837,training_2001_2025_v1_3.csv,8600,50.384999142513216,98.30499846165658,Wildfire,Medium,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [98.30499846165658, 50.384999142513216]}",,
d8ed7d2e93121af28c229491dbe2a4834bbac679,training_2001_2025_v1_3.csv,8602,50.845000020279784,107.95500149817504,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [107.95500149817504, 50.845000020279784]}",,
95a7241049614739b26d6808bd97393c5229a654,training_2001_2025_v1_3.csv,8603,50.87500082514016,106.90499908220728,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [106.90499908220728, 50.87500082514016]}",,
9136ad4ee1f3d50ea2477c629a4e52182bf96010,training_2001_2025_v1_3.csv,8604,50.90499946795662,88.99499969708107,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [88.99499969708107, 50.90499946795662]}",,
57ecc9d7612e5f6b90eee39f2f8035b80b18e776,training_2001_2025_v1_3.csv,8606,51.02500056901935,87.81499892098152,Wildfire,Medium,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [87.81499892098152, 51.02500056901935]}",,
9383dc38139cc33f98094334f9d5f7e81b6506b6,training_2001_2025_v1_3.csv,8607,51.025000557253584,94.54499975653104,Wildfire,High,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [94.54499975653104, 51.025000557253584]}",,
840a7fbd736a57c7ae3eeca083c05ba9d55704c2,training_2001_2025_v1_3.csv,8610,51.175000260155294,113.52499843923025,Wildfire,Medium,,,,,,,,,,,,,,,"{""type"": ""Point"", ""coordinates"": [113.52499843923025, 51.175000260155294]}",,
